45	1	2	3	0	5	0	7	0	9	0	0	0	0	14	0	16	17	18	19	0	21	0	23	24	25
46	1	2	0	4	5	6	0	8	0	10	11	0	0	14	0	0	0	18	19	0	21	0	23	24	25
47	1	2	3	4	5	6	0	8	0	10	11	0	13	0	15	0	0	18	0	20	0	22	0	0	25
48	0	2	0	0	5	6	7	0	0	0	11	0	13	0	15	16	17	18	19	20	21	22	23	0	0
49	0	2	0	4	5	6	0	8	0	0	11	0	13	0	15	16	0	0	19	20	21	22	23	24	0
50	1	2	3	0	0	6	7	0	9	10	11	12	13	0	0	0	0	0	19	20	21	0	23	0	25
51	1	0	3	0	5	6	7	8	0	0	11	0	13	14	0	16	17	0	0	20	21	22	23	0	0
52	1	2	0	4	0	0	0	8	9	0	11	12	13	0	15	16	0	0	0	0	21	22	23	24	25
53	1	2	3	0	0	6	7	0	9	0	11	12	0	14	0	0	17	18	19	20	0	0	23	24	0
54	0	2	0	4	5	6	7	8	9	0	0	12	0	14	0	16	0	18	0	20	21	22	0	24	0
55	0	2	3	4	5	6	7	8	9	0	0	12	13	0	15	16	0	18	19	0	0	0	0	0	25
56	1	2	0	0	5	0	0	0	9	0	0	12	13	14	15	16	17	0	19	20	0	22	23	24	0
57	1	2	3	4	0	6	7	8	0	0	11	12	0	0	0	0	17	0	19	20	21	22	0	0	25
58	0	0	3	4	5	6	0	0	0	0	11	12	13	14	15	16	17	18	19	20	0	22	0	0	0
59	1	0	3	0	5	6	7	8	0	10	11	0	13	14	15	0	0	0	19	20	0	0	23	0	25
60	1	2	3	4	5	0	0	8	0	0	11	0	0	0	0	16	17	18	19	0	0	22	23	24	25
61	1	0	0	4	5	0	0	0	9	0	11	12	13	14	15	16	0	0	19	20	0	22	23	0	25
62	1	0	3	0	0	0	7	8	9	0	11	0	13	14	15	16	17	18	0	20	0	0	0	24	25
63	0	0	0	4	0	0	0	8	9	10	11	12	13	0	0	16	17	0	19	20	21	22	0	24	25
64	1	2	3	0	0	6	7	8	9	10	0	0	13	14	0	0	17	18	0	20	0	0	23	0	25
65	1	2	0	4	0	0	7	0	0	10	0	0	0	0	15	16	17	18	19	20	21	22	23	0	25
66	1	2	0	4	0	0	0	8	0	10	11	0	0	14	15	16	17	0	0	20	21	22	23	24	0
67	0	0	0	0	5	0	7	8	9	10	11	12	13	0	15	16	0	0	0	20	21	22	23	24	0
68	1	2	3	0	5	6	7	8	9	10	0	12	0	0	0	16	17	0	0	0	0	22	23	0	25
69	1	0	0	4	0	0	7	8	9	10	11	0	0	0	15	0	17	18	19	20	21	0	23	24	0
70	1	2	3	0	5	6	0	0	9	10	0	12	0	14	15	16	0	0	19	20	0	0	0	24	25
71	1	0	3	0	5	6	0	8	9	0	11	0	13	14	15	16	0	18	0	0	21	22	23	0	0
72	1	2	0	0	5	0	7	8	0	0	11	12	13	0	15	16	17	18	0	0	0	0	23	24	25
73	1	2	0	0	5	0	7	0	0	10	11	0	13	14	15	16	17	18	19	0	21	0	0	0	25
74	1	2	3	4	5	6	0	8	0	0	11	0	13	0	15	16	0	18	0	0	0	22	23	0	25
75	1	0	3	4	5	6	7	8	0	10	11	0	13	0	15	16	17	0	0	20	0	0	0	0	25
76	1	0	3	0	5	0	0	8	9	10	0	12	13	0	15	16	17	0	19	0	21	0	23	0	25
77	0	2	3	4	0	6	0	8	9	0	11	0	0	14	0	0	17	18	0	20	21	22	0	24	25
78	1	2	3	0	5	6	7	8	0	0	0	12	13	0	15	16	17	18	0	20	0	0	23	0	0
79	1	2	3	0	5	0	0	0	9	0	0	12	0	14	15	0	17	18	0	20	0	22	23	24	25
80	1	2	3	4	5	0	7	0	9	10	0	0	0	14	15	0	17	18	0	20	0	22	0	0	25
81	1	2	3	4	5	6	7	0	0	10	11	0	13	0	15	16	17	0	19	0	21	0	0	0	0
82	1	0	0	4	5	6	0	8	9	0	0	12	13	0	15	0	17	18	19	20	0	22	23	0	0
83	1	2	3	0	5	6	0	8	0	10	11	12	13	14	0	0	0	0	0	20	0	0	23	24	25
84	1	2	0	4	0	6	0	8	0	0	0	12	0	0	15	16	17	0	19	20	0	22	23	24	25
85	1	2	0	0	5	0	7	8	9	0	11	0	13	14	15	16	0	18	0	0	21	22	23	0	0
86	0	2	0	4	5	6	0	8	9	0	0	12	13	14	0	0	17	18	19	0	0	0	23	24	25
87	1	2	3	0	5	0	0	8	9	10	11	0	13	0	15	0	0	18	0	20	0	22	0	24	25
88	1	2	0	4	5	0	0	8	9	10	11	12	0	14	0	0	17	18	19	0	0	0	0	24	25
89	1	0	0	0	0	6	0	0	0	0	11	12	13	0	15	16	17	0	19	20	21	22	23	24	25
90	1	2	3	0	0	0	0	8	0	10	11	12	0	0	15	0	17	0	0	20	21	22	23	24	25
91	1	0	0	4	0	0	0	0	9	10	11	12	13	14	15	16	17	0	0	20	0	22	23	0	25
92	1	2	0	4	0	6	0	8	0	0	0	12	13	14	15	0	17	18	19	0	21	22	0	24	0
93	0	2	0	4	5	6	7	0	9	10	0	0	13	0	0	0	17	18	19	20	21	0	23	24	0
94	0	2	0	4	0	0	0	8	9	0	11	12	13	0	15	16	17	18	0	0	21	22	23	24	0
95	1	2	3	4	5	0	0	0	0	10	11	12	0	14	15	0	17	18	19	20	0	22	0	0	0
96	0	0	3	4	0	6	0	0	9	10	0	12	0	14	0	16	17	18	19	0	21	22	23	24	0
97	0	0	3	4	0	6	0	0	0	10	0	12	13	14	15	0	17	0	19	20	0	22	23	24	25
98	1	2	0	0	5	6	0	8	0	10	11	0	0	0	15	0	17	18	0	20	0	22	23	24	25
99	1	2	3	4	0	0	7	0	0	10	11	0	13	14	0	16	17	0	0	20	21	0	0	24	25
100	1	0	3	4	0	0	0	8	9	10	11	12	13	14	0	16	17	0	0	0	0	22	23	0	25
101	1	0	3	0	0	6	7	0	9	10	0	0	13	14	0	16	17	0	19	20	21	0	23	24	0
102	1	2	3	4	0	0	7	0	9	10	11	12	0	0	0	0	0	18	19	0	21	22	23	0	25
103	1	2	3	4	5	0	7	8	0	10	11	0	0	0	0	16	17	18	0	0	0	22	23	0	25
104	0	0	0	0	5	6	7	0	0	10	11	0	13	14	15	16	0	18	19	0	21	22	0	24	25
105	0	0	0	4	0	6	7	8	9	10	11	12	13	0	15	0	17	0	19	0	21	22	0	0	25
106	1	2	3	4	5	6	0	0	0	10	0	12	13	14	15	0	17	0	0	0	0	22	23	0	25
107	1	0	3	4	0	6	7	8	9	0	11	12	0	0	15	0	17	18	0	0	21	0	0	24	25
108	1	2	0	4	0	0	7	8	9	0	11	12	0	14	15	16	0	18	0	0	0	22	23	0	25
109	1	0	3	0	5	0	7	0	9	0	11	12	13	0	0	16	0	18	0	20	21	0	23	24	25
110	1	0	3	4	5	6	0	0	0	0	0	12	13	14	0	0	17	0	19	20	21	22	23	0	25
111	1	0	0	0	5	6	0	0	0	10	11	12	13	0	15	0	17	18	19	0	21	22	0	24	25
112	1	2	3	4	0	6	0	0	0	10	11	0	0	14	15	0	17	18	19	20	21	0	23	0	0
113	1	2	0	4	5	6	0	8	0	0	11	12	13	14	0	0	0	0	19	20	21	0	0	24	25
114	1	2	3	0	0	6	7	8	9	10	11	0	0	14	0	0	0	0	0	20	21	22	0	24	25
115	1	0	0	4	5	6	7	0	9	0	11	12	13	0	0	16	17	18	0	20	21	0	0	0	25
116	1	2	0	0	0	0	0	0	9	10	11	12	13	14	0	16	0	18	19	20	21	0	23	0	25
117	0	0	0	0	5	6	7	0	9	10	11	12	13	14	15	0	17	18	0	20	0	0	23	0	25
118	0	2	0	4	5	6	0	8	0	0	0	12	13	14	15	0	0	18	19	0	21	22	23	24	0
119	1	0	0	4	0	6	0	8	9	10	11	0	0	0	15	0	17	18	0	20	21	22	23	24	0
120	1	0	3	0	5	0	7	8	0	0	11	12	13	0	15	16	0	18	19	20	21	0	0	24	0
121	1	2	0	4	5	0	7	0	9	10	11	12	0	0	0	16	17	18	0	0	0	0	23	24	25
122	1	2	0	4	5	0	0	8	9	10	0	0	13	0	15	0	17	18	0	20	0	22	23	0	25
123	0	0	0	4	5	6	7	0	0	0	11	12	13	0	0	0	17	18	19	20	21	22	23	24	0
124	0	2	3	4	0	6	7	0	9	0	0	0	0	14	15	16	0	18	19	20	21	0	0	24	25
125	0	2	3	4	0	6	7	0	9	10	11	12	0	0	15	16	0	0	0	0	21	22	0	24	25
126	1	2	3	4	0	6	7	8	0	0	0	0	13	14	0	16	0	18	0	0	21	22	0	24	25
127	1	2	3	4	5	0	7	0	0	10	11	12	13	0	0	0	0	18	19	0	0	22	23	0	25
128	0	2	3	4	0	6	0	0	0	0	11	0	13	14	15	16	17	0	19	20	21	0	23	0	25
129	0	2	0	0	5	6	7	0	9	0	11	0	13	0	15	0	0	18	19	20	21	22	23	0	25
130	0	2	3	4	5	6	0	0	9	10	0	12	13	0	15	0	17	0	19	0	0	0	23	24	25
131	0	2	0	4	5	6	7	8	0	0	11	12	13	0	15	0	0	0	19	20	0	22	23	0	25
132	1	0	3	4	5	0	7	0	9	10	11	0	0	14	15	16	17	0	0	0	0	22	23	0	25
133	1	0	3	4	5	0	0	8	9	0	11	0	13	0	15	0	0	18	19	20	21	22	23	0	0
134	1	0	3	0	5	0	7	8	0	10	11	12	13	14	0	16	17	0	19	0	0	22	0	0	25
135	1	2	0	0	5	0	7	8	0	10	0	0	13	14	15	0	0	18	19	20	21	22	0	0	25
136	1	2	3	0	5	6	0	0	9	0	0	12	13	14	15	0	17	0	0	0	21	22	23	24	0
137	0	2	0	0	0	6	0	8	9	10	11	12	13	0	0	16	17	18	19	20	21	0	0	0	25
138	0	2	3	4	5	0	7	8	0	0	11	0	13	0	15	16	17	0	0	0	21	22	0	24	25
139	1	2	0	0	0	0	7	0	9	0	0	12	0	14	15	16	17	18	19	0	21	22	23	24	0
140	1	2	3	0	0	6	0	0	9	10	0	12	13	0	15	0	0	18	19	20	0	22	0	24	25
141	1	0	3	0	0	0	7	8	9	10	0	12	13	0	0	16	17	18	19	20	0	0	0	24	25
142	1	2	0	4	5	6	7	0	9	0	0	0	0	0	15	16	17	18	19	0	0	22	23	24	0
143	1	2	0	0	0	0	0	8	9	0	11	0	13	0	15	16	17	0	19	0	21	22	23	24	25
144	1	2	0	4	0	0	7	0	9	0	11	12	0	14	0	0	17	0	19	20	21	22	0	24	25
145	1	2	3	0	0	0	0	0	9	10	11	0	13	14	15	0	17	18	0	20	0	22	0	24	25
146	1	2	0	0	5	0	0	8	0	10	11	12	13	14	0	16	17	0	0	0	0	22	23	24	25
147	1	2	0	4	5	6	0	0	0	10	11	12	13	0	0	16	0	0	19	0	21	22	23	0	25
148	1	2	0	4	5	0	0	8	9	0	0	12	13	0	0	16	17	0	0	20	21	22	0	24	25
149	0	2	0	0	5	0	7	0	9	10	0	0	13	0	15	16	17	18	19	20	0	0	23	24	25
150	1	0	3	0	5	6	7	8	9	0	11	0	0	14	0	0	0	0	19	0	21	22	23	24	25
151	0	0	3	4	5	0	7	0	9	10	11	12	13	14	0	16	0	18	0	20	0	0	23	24	0
152	0	0	3	4	5	6	7	8	0	0	0	0	13	0	15	0	17	0	19	20	0	22	23	24	25
153	1	2	0	4	5	0	0	8	0	0	11	12	13	0	0	0	17	18	0	20	21	0	23	24	25
154	1	2	3	0	5	6	0	0	9	10	11	0	13	14	15	16	0	18	0	0	0	0	23	24	0
155	0	2	0	4	5	0	0	8	0	10	11	0	0	14	15	16	0	18	19	20	21	22	0	24	0
156	1	0	3	4	0	0	0	8	9	10	11	12	13	14	15	0	0	0	19	20	0	22	23	0	0
157	1	2	0	4	0	6	7	0	9	10	0	12	0	14	0	16	0	18	19	0	21	0	0	24	25
158	0	2	0	0	0	0	7	8	9	10	11	12	0	0	15	16	17	18	19	20	0	22	23	0	0
159	1	2	3	4	5	6	0	8	0	10	11	0	0	14	15	0	17	0	0	20	0	0	0	24	25
160	1	0	3	4	0	0	0	0	9	10	11	12	0	14	15	16	17	0	19	20	21	0	0	24	0
161	1	0	0	0	5	0	0	8	0	0	11	0	13	0	15	16	17	18	0	20	21	22	23	24	25
162	1	2	3	4	5	6	0	8	0	0	11	12	13	0	0	16	0	18	0	20	0	0	23	24	0
163	1	2	3	0	5	6	7	0	9	0	0	0	13	14	15	0	0	0	0	20	21	0	23	24	25
164	1	2	3	0	5	6	0	8	0	10	11	0	0	14	15	0	0	18	0	0	21	22	23	24	0
165	1	2	0	4	0	6	0	8	9	0	0	12	13	14	15	0	17	18	19	0	0	22	0	0	25
166	0	2	3	4	0	0	0	8	9	10	0	0	13	14	15	0	0	18	19	20	21	22	23	0	0
167	1	2	3	0	0	6	0	8	9	10	0	0	13	14	0	16	0	18	19	0	0	22	23	24	0
168	1	2	3	4	0	0	7	0	0	10	0	12	0	0	15	16	17	0	19	20	0	22	23	24	0
169	1	0	0	4	5	6	7	8	9	10	11	12	0	0	15	16	0	0	0	20	21	0	0	24	0
170	1	0	3	4	5	6	7	8	0	10	0	0	13	0	0	16	0	18	0	20	0	22	23	0	25
171	1	0	3	4	0	0	0	0	0	10	11	12	13	0	15	16	17	0	0	0	21	22	23	24	25
172	1	2	0	4	0	6	7	0	9	10	11	12	13	0	0	0	0	18	0	20	21	22	0	0	25
173	0	2	3	4	5	0	7	8	0	0	11	0	0	0	15	0	0	0	19	20	21	22	23	24	25
174	1	2	0	4	0	0	7	0	9	10	11	12	13	0	15	0	17	0	0	20	0	0	23	24	25
175	0	2	3	0	5	6	7	0	0	0	11	12	13	14	15	16	0	18	19	0	21	0	0	24	0
176	0	2	0	4	0	0	0	0	0	10	11	12	13	0	15	16	17	18	0	0	21	22	23	24	25
177	0	2	0	0	0	6	7	8	0	10	11	0	13	0	15	16	17	0	19	20	21	0	23	24	0
178	0	2	3	4	0	6	0	8	9	10	0	0	0	14	0	16	0	0	19	20	21	0	23	24	25
179	0	2	3	4	5	0	7	0	9	0	0	0	13	14	15	0	17	0	19	0	0	22	23	24	25
180	1	2	3	4	5	6	7	8	0	10	11	0	0	0	15	0	17	0	0	20	0	0	0	24	25
181	1	0	0	4	5	6	7	8	0	0	0	0	0	14	15	16	17	0	19	20	21	22	23	0	0
182	0	2	3	4	0	0	7	8	9	0	11	0	13	14	0	0	17	0	19	0	21	22	23	0	25
183	0	2	0	4	0	6	7	8	0	0	11	0	13	14	0	16	0	0	19	20	21	0	23	24	25
184	1	0	3	0	0	0	7	8	9	10	11	0	0	0	15	16	17	18	19	0	21	0	23	0	25
185	1	2	0	4	0	6	7	8	9	0	11	12	0	0	15	0	17	0	19	20	0	0	23	0	25
186	0	2	0	4	5	6	0	0	0	0	11	12	13	0	0	16	17	18	19	0	0	22	23	24	25
187	1	0	3	0	0	0	0	0	0	0	11	12	13	0	15	16	17	18	19	0	21	22	23	24	25
188	0	2	3	0	5	0	0	8	0	10	11	0	13	0	0	16	0	0	19	20	21	22	23	24	25
189	1	2	0	4	5	6	7	0	9	0	0	0	13	0	0	16	0	18	19	20	0	22	23	24	0
190	1	0	3	4	5	0	7	8	0	0	11	0	13	14	15	16	0	18	19	0	0	0	23	24	0
191	0	2	0	0	5	0	0	8	9	10	0	12	13	0	15	0	17	18	19	20	21	22	23	0	0
192	1	2	3	4	5	6	0	0	0	0	11	0	13	14	15	16	0	0	0	0	21	22	23	24	0
193	1	2	3	4	5	0	0	8	9	10	0	0	0	14	15	16	0	0	19	20	21	0	0	0	25
194	0	2	0	0	0	0	7	8	9	10	0	12	13	14	15	0	17	18	0	0	21	22	23	0	25
195	0	2	3	4	0	6	7	8	9	0	11	12	0	14	0	0	17	18	19	0	0	22	23	0	0
196	0	2	3	4	5	0	0	0	0	10	0	0	0	14	15	16	17	0	19	20	0	22	23	24	25
197	0	0	3	4	5	6	7	8	9	10	0	12	13	0	0	0	0	18	0	20	21	22	23	0	0
198	1	2	0	4	5	6	7	0	0	0	0	0	13	14	15	16	17	18	0	20	21	0	0	0	25
199	1	2	3	4	5	6	0	0	9	0	11	12	0	0	15	0	0	0	19	20	21	22	23	0	0
200	1	2	0	4	5	0	0	8	9	0	11	12	13	14	15	16	0	0	0	0	21	0	23	24	0
201	1	2	0	4	5	0	0	8	9	10	11	12	13	14	15	0	0	0	19	20	0	22	0	0	0
202	1	0	3	0	5	0	0	0	0	10	11	0	13	14	0	16	17	18	19	0	21	22	23	24	0
203	1	2	3	4	5	6	7	0	0	0	0	12	13	14	0	0	17	18	0	0	0	0	23	24	25
204	0	2	3	4	5	0	7	8	0	0	11	0	0	14	15	16	17	0	0	0	0	22	23	24	25
205	0	2	3	4	0	0	0	0	9	10	11	12	0	14	15	16	17	18	0	0	21	22	0	0	25
206	0	2	3	0	5	0	0	8	9	0	11	12	13	14	15	16	17	0	0	20	21	22	0	0	0
207	1	2	3	4	0	6	0	0	9	10	0	12	13	14	15	0	17	0	19	20	0	22	0	0	0
208	1	0	3	4	0	6	7	0	9	10	11	12	0	14	15	16	0	0	19	0	0	0	23	24	0
209	1	0	3	0	5	6	7	0	9	10	0	0	0	14	15	0	0	18	19	0	21	22	0	24	25
210	0	0	3	0	5	0	7	0	9	10	11	0	13	14	15	16	0	18	0	0	21	22	23	24	0
211	1	2	0	4	0	6	0	8	0	10	11	12	0	14	0	16	17	18	0	0	0	22	0	24	25
212	1	0	3	4	0	6	0	8	9	10	11	12	0	14	0	16	0	0	19	20	0	22	23	0	0
213	1	0	3	4	5	0	0	8	9	10	11	0	0	0	0	16	0	18	19	0	21	0	23	24	25
214	1	2	3	4	0	0	0	0	9	0	11	0	13	14	15	0	0	18	19	20	0	22	0	24	25
215	1	0	3	4	5	0	7	0	9	0	11	12	0	14	15	0	17	18	19	0	0	0	23	0	25
216	0	2	3	4	5	6	7	0	9	10	11	0	13	0	0	0	17	0	19	0	21	0	0	24	25
217	0	2	3	4	5	6	7	0	9	10	11	12	0	0	0	16	17	0	19	0	21	0	0	0	25
218	0	2	0	0	5	0	7	8	0	0	11	12	13	14	15	16	17	0	0	20	21	22	0	0	25
219	0	2	3	0	0	6	0	8	9	0	11	0	0	14	0	16	17	18	19	0	0	22	23	24	25
220	0	0	0	0	5	0	0	0	9	10	0	12	13	14	15	16	17	18	0	20	21	0	23	24	25
221	1	2	3	0	0	6	7	8	0	10	0	12	0	0	0	16	17	0	19	20	21	0	23	0	25
222	1	0	3	4	5	6	7	8	9	0	0	12	0	0	15	0	0	18	0	0	21	22	23	24	0
223	0	2	0	4	0	0	7	0	9	10	11	12	13	14	0	16	0	0	0	20	21	22	23	24	0
224	0	0	0	4	0	6	0	8	9	10	11	12	13	0	15	0	0	18	19	20	21	0	23	24	0
225	1	2	3	0	5	0	7	8	0	0	0	0	13	14	15	0	0	18	19	20	0	22	23	0	25
226	0	0	0	4	5	0	0	8	0	10	11	0	13	14	15	16	17	18	19	20	21	0	0	0	25
227	1	0	0	0	5	0	7	8	9	10	0	12	0	14	15	0	17	18	19	20	21	22	0	0	0
228	0	2	0	4	0	0	0	0	0	10	11	12	13	14	15	16	17	18	19	20	0	0	0	24	25
229	0	2	0	0	0	6	0	8	9	10	11	12	13	14	15	16	17	0	0	20	0	0	23	0	25
230	1	2	3	4	5	6	0	8	0	10	11	0	13	14	15	0	17	0	0	0	0	22	0	24	0
231	1	2	0	0	5	6	7	0	0	10	0	12	0	0	15	16	17	18	19	0	21	0	0	24	25
232	0	0	0	4	5	6	0	0	9	0	11	12	13	14	0	16	17	18	0	0	21	0	23	24	25
233	1	2	3	4	5	6	7	8	9	0	0	12	13	14	0	0	17	0	19	0	21	0	0	0	0
234	1	2	3	4	5	0	0	0	9	0	11	12	13	14	15	0	17	0	0	0	21	22	0	24	0
235	1	0	0	0	0	0	0	8	0	10	0	12	13	14	15	16	17	18	19	0	21	0	23	24	25
236	1	0	3	4	5	0	7	8	9	0	0	12	13	0	15	16	0	0	0	0	21	22	23	0	25
237	0	0	0	4	5	6	7	0	9	0	0	12	13	0	15	16	0	18	19	20	21	22	23	0	0
238	1	0	3	4	0	6	0	0	0	0	11	12	13	14	15	0	17	0	19	20	21	0	23	24	0
239	1	0	3	0	5	6	7	0	9	10	0	0	13	14	15	16	0	0	19	0	0	22	23	0	25
240	1	2	0	4	0	0	0	0	9	10	11	0	13	14	15	16	0	18	19	0	21	22	23	0	0
241	0	0	3	4	5	0	0	8	9	0	0	12	13	14	15	0	17	0	0	20	21	0	23	24	25
242	0	2	0	0	5	6	0	8	9	0	0	0	13	14	15	16	17	18	19	0	21	22	23	0	0
243	1	2	3	4	5	0	7	0	0	0	0	12	13	0	0	16	17	18	0	20	21	0	23	0	25
244	0	0	3	0	5	6	7	0	9	10	11	12	0	14	15	0	0	18	0	20	21	22	0	24	0
245	1	2	0	0	0	6	7	0	9	10	11	12	0	14	15	16	0	18	19	0	0	0	0	24	25
246	1	0	0	4	5	0	7	8	9	10	0	12	13	0	15	0	17	18	0	0	21	0	0	24	25
247	1	2	3	4	0	0	7	8	9	0	0	0	0	14	15	16	17	0	19	0	0	22	23	0	25
248	1	2	0	0	5	0	0	8	9	10	11	12	13	0	15	16	0	0	19	20	21	0	0	0	25
249	0	0	0	4	5	0	7	8	9	10	0	12	0	14	15	0	17	18	0	0	21	22	23	0	25
250	1	2	3	0	5	0	0	0	9	10	0	12	13	0	15	16	17	18	19	0	21	0	23	0	0
251	0	0	3	4	5	6	0	0	9	10	0	0	13	0	15	16	0	18	19	0	21	22	23	0	25
252	0	2	3	4	0	6	0	8	0	0	11	0	0	14	15	0	17	18	19	0	0	22	23	24	25
253	1	0	0	4	5	6	7	8	0	0	11	12	13	0	15	0	0	18	19	0	21	22	23	0	0
254	0	2	3	4	5	6	7	8	9	0	11	0	13	14	15	16	0	0	0	20	0	0	23	0	0
255	1	2	3	4	0	6	0	0	9	10	0	0	0	14	15	16	17	0	0	0	21	22	23	24	0
256	1	2	0	0	0	6	7	8	9	10	0	12	13	0	15	16	0	18	0	20	0	22	0	24	0
257	1	0	3	0	0	6	7	0	9	10	0	12	13	14	0	16	17	18	19	0	0	22	0	24	0
258	0	2	0	4	5	6	0	0	9	0	0	12	13	14	0	0	17	0	19	20	21	22	0	24	25
259	0	0	3	0	5	6	7	8	9	10	0	0	0	0	15	0	0	18	19	20	21	22	0	24	25
260	1	0	3	4	5	6	7	8	9	0	11	0	13	14	0	0	0	18	19	20	0	0	0	24	0
261	1	2	0	4	5	6	7	0	0	0	11	0	13	0	15	16	17	0	19	20	21	0	0	0	25
262	0	0	3	4	0	6	7	8	9	0	0	12	13	14	15	0	17	0	0	20	21	0	23	24	0
263	1	0	0	4	0	0	7	8	9	10	11	0	0	14	15	16	0	18	19	0	21	0	23	24	0
264	1	0	3	4	0	6	0	8	9	0	0	12	13	0	0	16	0	0	19	20	21	22	23	0	25
265	1	0	0	0	5	0	7	8	0	0	11	12	13	0	15	16	17	18	19	20	0	22	0	24	0
266	1	0	3	4	5	6	7	0	9	0	11	0	0	14	15	0	0	18	19	0	21	22	0	24	0
267	0	2	3	4	5	6	0	0	9	0	11	12	13	14	15	0	17	0	0	0	21	0	23	24	0
268	0	0	0	0	5	6	7	8	9	10	0	12	0	14	15	16	0	18	19	20	0	0	23	0	25
269	1	2	0	4	0	6	0	0	0	10	0	0	13	14	15	16	17	18	19	0	0	22	23	24	0
